"CountryCode","SeriesCode","DESCRIPTION",
"GBR","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SM.POP.REFG","UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.",
"GEO","IT.CEL.SETS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.CEL.SETS.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.MLT.MAIN","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.MLT.MAIN.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.NET.BBND","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.NET.BBND.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","IT.NET.USER.ZS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TO65.FE.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TO65.MA.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.BRTH.MF","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.GROW","Data sources: GeoStats. GeoStats. Adjusted to mid-year population using geometric mean for the years where mid-year population figures are not available. Excluding Abkhazia and South Ossetia.",
"GEO","SG.NOD.CONS","There is no nondiscrimination provision.",
"GEO","SH.XPD.EXTR.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.OOPC.TO.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.OOPC.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PCAP.PP.KD"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PRIV.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PUBL"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PUBL.GX.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PUBL.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.TOTL.ZS"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure.",
"GEO","SH.XPD.PCAP"," As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure. Changes for per capita values are due to fluctuations in the US$ exchange rates.",
"GEO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GEO","SM.POP.NETM","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.CBRT.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.CDRT.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
